laptop_id,img_link,name,laptop_brand,usecases,price_rm,tags
421,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/z/0/m/ideapad-slim-laptop-lenovo-original-imag57x3p7bw8y8b.jpeg?q=70,Lenovo Core i3 10th Gen,Lenovo, Home/Everyday use,2083.95,intel core i3 processor (10th gen) 8 gb ddr4 ram window 10 oper system home/everyday use
424,https://rukminim1.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70,DELL G15 Core i7 12th Gen,DELL, Gaming,7011.95,intel core i7 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game
426,https://rukminim1.flixcart.com/image/312/312/j5ws0i80/computer/g/p/d/acer-na-notebook-original-imaewhwtbtzwe7ct.jpeg?q=70,acer Predator Helios 300 Core i5 7th Gen,acer, Gaming,7149.945,intel core i5 processor (7th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
427,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70,Lenovo Core i3 11th Gen,Lenovo, Student/Education,2238.445,intel core i3 processor (11th gen) 8 gb ddr4 ram window 11 oper system student/educ
430,https://rukminim1.flixcart.com/image/312/312/juk4gi80/computer/d/v/r/msi-na-gaming-laptop-original-imafcwryd6vccwgc.jpeg?q=70,MSI Stealth Core i7 8th Gen,MSI, Gaming,10218.45,intel core i7 processor (8th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
431,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/1/f/b/-original-imagf35erduuk5gh.jpeg?q=70,DELL Vostro Core i3 11th Gen,DELL, Home/Everyday use,2270.95,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
432,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/f/t/r/inspiron-3511-thin-and-light-laptop-dell-original-imag98fjy6yu6fgz.jpeg?q=70,DELL Inspiron Ryzen 3 Dual Core 3250U,DELL, Budget Friendly,2127.95,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system budget friendli
433,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo IdeaPad Gaming 3 Core i5 11th Gen,Lenovo, Gaming,3959.45,intel core i5 processor (11th gen) 8 gb ddr4 ram window 10 oper system game
434,https://rukminim1.flixcart.com/image/312/312/ksj9dow0/computer/n/i/p/na-gaming-laptop-lenovo-original-imag6345sb2jfu2a.jpeg?q=70,Lenovo Intel Core i5 10th Gen,Lenovo, Home/Everyday use,3986.95,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
435,https://rukminim1.flixcart.com/image/312/312/l51d30w0/computer/s/g/x/a515-57g-gaming-laptop-acer-original-imagft36qhxsm89g.jpeg?q=70,acer aspire 5 gaming Core i5 12th Gen,acer, Gaming,3409.945,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system game
436,https://rukminim1.flixcart.com/image/312/312/l3vxbbk0/computer/g/u/y/-original-imagewgtfgzf8fdd.jpeg?q=70,ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9,ASUS, Gaming,5829.45,amd ryzen 9 octa core processor 16 gb ddr4 ram window 10 oper system game
440,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,Lenovo, Gaming,3464.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system game
442,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/l/i/u/inspiron-3515-thin-and-light-laptop-dell-original-imag7chq58xfqfga.jpeg?q=70,DELL Inspiron Ryzen 5 Quad Core 3450U,DELL, Home/Everyday use,2347.95,amd ryzen 5 quad core processor 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
443,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70,MSI Katana GF66 Core i5 11th Gen,MSI, Gaming,4069.45,intel core i5 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
445,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/r/e/-original-imagg5jspqht3hym.jpeg?q=70,Lenovo Core i3 11th Gen,Lenovo, Student/Education,2199.45,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ
448,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/x/4/j/g15-5515-gaming-laptop-dell-original-imag7chqvu3veeaz.jpeg?q=70,DELL G15 Ryzen 7 Octa Core 5800H,DELL, Gaming,5164.5,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 10 oper system game
449,https://rukminim1.flixcart.com/image/312/312/kb1470w0/computer/z/5/f/msi-na-gaming-laptop-original-imafsh7ahbgkmvtm.jpeg?q=70,MSI GF63 Thin Core i5 9th Gen,MSI, Gaming,3217.445,intel core i5 processor (9th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
450,https://rukminim1.flixcart.com/image/312/312/kwcfngw0/computer/u/e/0/-original-imag9fgxqcsrfej7.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core 5500U,HP, Home/Everyday use,2804.065,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system home/everyday use
452,https://rukminim1.flixcart.com/image/312/312/kq5iykw0/computer/q/j/2/vostro-3405-thin-and-light-laptop-dell-original-imag48ejkx33d9nn.jpeg?q=70,DELL Vostro Ryzen 5 Quad Core 3500U,DELL, Home/Everyday use,2589.95,amd ryzen 5 quad core processor 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
453,https://rukminim1.flixcart.com/image/312/312/jraycnk0/computer/w/z/y/asus-na-thin-and-light-laptop-original-imafd3g96rxzxgkn.jpeg?q=70,ASUS ZenBook 13 Core i7 8th Gen,ASUS, Multimedia/Entertainment,3684.45,intel core i7 processor (8th gen) 8 gb lpddr3 ram 64 bit window 10 oper system multimedia/entertain
454,https://rukminim1.flixcart.com/image/312/312/kpft18w0/computer/4/v/p/ideapad-5-15itl05-thin-and-light-laptop-lenovo-original-imag3zgjzafrkbtg.jpeg?q=70,Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen,Lenovo, Budget Friendly,2211.0,intel core i3 processor (10th gen) 4 gb ddr4 ram 64 bit window 10 oper system budget friendli
455,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/k/h/m/14s-dq2606tu-thin-and-light-laptop-hp-original-imagcnsfnrzvzbs6.jpeg?q=70,HP 14s Intel Core i3 11th Gen,HP, Student/Education,2199.45,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ
456,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/t/o/4/a515-45-r9px-thin-and-light-laptop-acer-original-imagbmx3nr6xex9g.jpeg?q=70,acer Aspire 5 Ryzen 7 Octa Core 5700U,acer, Home/Everyday use,3299.45,amd ryzen 7 octa core processor 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
457,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/v/d/d/15s-fq2626tu-thin-and-light-laptop-hp-original-imagbpb2sztfprgz.jpeg?q=70,HP 15s Intel Core i3 11th Gen,HP, Student/Education,2171.95,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ
458,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/a/q/c/v15-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh6pmds7p5r.jpeg?q=70,Lenovo Core i3 11th Gen,Lenovo, Student/Education,2144.45,intel core i3 processor (11th gen) 4 gb ddr4 ram 64 bit window 10 oper system student/educ
460,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,DELL Inspiron Pentium Quad Core,DELL, Home/Everyday use,1952.5,intel pentium quad core processor 4 gb ddr4 ram 64 bit window 11 oper system home/everyday use
463,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/q/o/245-g8-business-laptop-hp-original-imagjdywrx9g8yph.jpeg?q=70,HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U,HP, Budget Friendly,1566.95,amd ryzen 3 dual core processor 8 gb ddr4 ram window 11 oper system budget friendli
464,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/o/3/6/15-eg1000tx-thin-and-light-laptop-hp-original-imagbn4b6ht9xznp.jpeg?q=70,HP Pavilion Intel Core i5 12th Gen,HP, Gaming,3574.45,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system game
465,https://rukminim1.flixcart.com/image/312/312/computer/f/c/v/asus-notebook-original-imaer3hghafsrhyx.jpeg?q=70,ASUS ROG Core i7 7th Gen,ASUS, Gaming,8056.95,intel core i7 processor (7th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
467,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS VivoBook 15 Core i3 10th Gen,ASUS, Student/Education,2089.45,intel core i3 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system student/educ
468,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70,Lenovo IdeaPad 3 Core i3 11th Gen,Lenovo, Student/Education,2061.95,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ
470,https://rukminim1.flixcart.com/image/312/312/kykgb680/computer/r/9/e/-original-imagarytzgkp5t3q.jpeg?q=70,acer Intel EVO Swift 5 Core i5 11th Gen,acer, Multimedia/Entertainment,3849.45,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system multimedia/entertain
472,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/4/y/na-notebook-dell-original-imagfy6adtf9apuh.jpeg?q=70,DELL Vostro Core i5 11th Gen,DELL, Business/Professional,3469.95,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system business/profession
473,https://rukminim1.flixcart.com/image/312/312/ktszgy80/computer/h/0/f/alpha-15-b5eek-029in-gaming-laptop-msi-original-imag72h7uptk3x9t.jpeg?q=70,MSI Alpha 15 Ryzen 7 Octa Core 5800H,MSI, Gaming,5444.45,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 10 oper system game
476,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo IdeaPad Gaming 3 Core i5 11th Gen,Lenovo, Gaming,3183.95,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
480,https://rukminim1.flixcart.com/image/312/312/kzvlua80/computer/e/y/f/vostro-3510-thin-and-light-laptop-dell-original-imagbsn5hgcnmxqs.jpeg?q=70,DELL Vostro Core i3 10th Gen,DELL, Business/Professional,2237.95,intel core i3 processor (10th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession
483,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/p/m/y/asus-original-imafvq2qyjm7humq.jpeg?q=70,ASUS ExpertBook B9 Core i7 10th Gen,ASUS, Business/Professional,8524.45,intel core i7 processor (10th gen) 16 gb lpddr3 ram 64 bit window 10 oper system business/profession
487,https://rukminim1.flixcart.com/image/312/312/k2dm7bk0/computer/x/t/s/asus-na-thin-and-light-laptop-original-imafhqfb3dpyagyk.jpeg?q=70,ASUS ZenBook Classic Core i5 10th Gen,ASUS, Multimedia/Entertainment,4399.45,intel core i5 processor (10th gen) 8 gb lpddr3 ram 64 bit window 10 oper system multimedia/entertain
489,https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70,acer Aspire 3 Ryzen 3 Dual Core R33250U,acer, Budget Friendly,1539.45,amd ryzen 3 dual core processor 4 gb ddr4 ram 64 bit window 11 oper system budget friendli
490,https://rukminim1.flixcart.com/image/312/312/l2p23rk0/computer/t/i/t/tuf-gaming-a15-gaming-laptop-asus-original-imagdzby2dzuqucp.jpeg?q=70,ASUS Ryzen 9 Octa Core 10th Gen,ASUS, Creative/Design,5444.45,amd ryzen 9 octa core processor (10th gen) 16 gb ddr4 ram window 11 oper system creative/design
491,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70,ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3,ASUS, Student/Education,1924.45,amd ryzen 3 dual core processor 8 gb ddr4 ram window 11 oper system student/educ
492,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,DELL Inspiron Core i3 10th Gen,DELL, Budget Friendly,2430.45,intel core i3 processor (10th gen) 8 gb ddr4 ram 64 bit window 11 oper system budget friendli
493,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/r/3/-original-imagg6t98mxeztjn.jpeg?q=70,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,ASUS, Creative/Design,4399.45,intel core i5 processor (11th gen) 16 gb lpddr4x ram 64 bit window 11 oper system creative/design
495,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70,DELL Vostro Core i3 10th Gen,DELL, Business/Professional,2364.45,intel core i3 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system business/profession
498,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/computer/t/z/e/acer-na-thin-and-light-laptop-original-imafhnvk5ussrgta.jpeg?q=70,acer Swift 5 Core i5 8th Gen,acer,Ultra-portable,3814.305,intel core i5 processor (8th gen) 8 gb ddr3 ram 64 bit window 10 oper system ultra-port
499,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/a/x/0/-original-image333cfww5zfg.jpeg?q=70,ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen,ASUS, Multimedia/Entertainment,5903.205,intel core i7 processor (12th gen) 16 gb lpddr5 ram window 11 oper system multimedia/entertain
501,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/d/j/15s-eq1560au-thin-and-light-laptop-hp-original-imaggsgk3gpr6jpp.jpeg?q=70,HP Ryzen 3 Dual Core 3250U,HP, Budget Friendly,2089.45,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system budget friendli
502,https://rukminim1.flixcart.com/image/312/312/l41n2q80/computer/t/z/r/-original-imagff79mr7h8fyu.jpeg?q=70,ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX,ASUS, Gaming,8304.45,amd ryzen 9 octa core processor 16 gb ddr4 ram window 11 oper system game
503,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H,Lenovo, Gaming,4234.45,amd ryzen 7 octa core processor 8 gb ddr4 ram 64 bit window 10 oper system game
504,https://rukminim1.flixcart.com/image/312/312/kp78e4w0/computer/t/b/x/x415ea-ek302ts-thin-and-light-laptop-asus-original-imag3hhfzexvehff.jpeg?q=70,ASUS Vivobook Core i3 11th Gen,ASUS, Student/Education,1924.45,intel core i3 processor (11th gen) 4 gb ddr4 ram 64 bit window 10 oper system student/educ
508,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,Lenovo, Gaming,3436.95,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system game
509,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70,Infinix INBook X2 Plus Core i3 11th Gen,Infinix, Student/Education,1869.45,intel core i3 processor (11th gen) 8 gb lpddr4x ram 64 bit window 11 oper system student/educ
511,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/s/r/15iml05-thin-and-light-laptop-lenovo-original-imaghnzgqgrguusr.jpeg?q=70,Lenovo IdeaPad 3 Core i3 10th Gen,Lenovo, Student/Education,1841.95,intel core i3 processor (10th gen) 8 gb ddr4 ram window 11 oper system student/educ
513,https://rukminim1.flixcart.com/image/312/312/l5e81ow0/computer/j/w/o/ex-215-54-thin-and-light-laptop-acer-original-imagg28wzdeny2jq.jpeg?q=70,acer Extensa Core i3 11th Gen,acer, Student/Education,1759.45,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ
515,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/1/w/14iil05-thin-and-light-laptop-lenovo-original-imagkwgzvknngbfu.jpeg?q=70,Lenovo IdeaPad 3 Core i3 10th Gen,Lenovo, Student/Education,1735.855,intel core i3 processor (10th gen) 4 gb ddr4 ram window 11 oper system student/educ
519,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/computer/r/f/d/na-gaming-laptop-hp-original-imag7a7fgvrae7uu.jpeg?q=70,HP HP Pavilion Ryzen 5 Hexa Core AMD R5,HP, Gaming,3684.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system game
520,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70,Infinix INBook X2 Plus Core i3 11th Gen,Infinix, Student/Education,1704.45,intel core i3 processor (11th gen) 8 gb lpddr4x ram 64 bit window 11 oper system student/educ
521,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70,DELL Core i3 11th Gen,DELL, Business/Professional,2337.5,intel core i3 processor (11th gen) 8 gb ddr4 ram window 11 oper system business/profession
523,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70,ASUS TUF Gaming F15 Core i5 10th Gen,ASUS, Gaming,3244.45,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 11 oper system game
524,https://rukminim1.flixcart.com/image/312/312/k9loccw0/computer/4/f/w/acer-na-gaming-laptop-original-imafrcpya8phvptc.jpeg?q=70,acer Predator Helios 300 Core i7 10th Gen,acer, Gaming,6599.45,intel core i7 processor (10th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
528,https://rukminim1.flixcart.com/image/312/312/ktaeqvk0/computer/b/7/4/15s-gy0501au-thin-and-light-laptop-hp-original-imag6z6muntqnzzc.jpeg?q=70,HP Ryzen 3 Dual Core 3250U,HP, Business/Professional,2144.945,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system business/profession
529,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/b/u/m/na-gaming-laptop-acer-original-imag6h7gsyzcpwrb.jpeg?q=70,acer Predator Helios 300 Core i7 11th Gen,acer, Budget Friendly,7479.45,intel core i7 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system budget friendli
531,https://rukminim1.flixcart.com/image/312/312/kl9rssw0/computer/v/n/e/hp-original-imagyfmhb29hsg6g.jpeg?q=70,HP Chromebook Intel Core i7 11th Gen,HP, Multimedia/Entertainment,4861.45,intel core i7 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system multimedia/entertain
532,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/computer/t/c/y/inspiron-5320-thin-and-light-laptop-dell-original-imagfpzgrnw6hykf.jpeg?q=70,DELL Core i7 12th Gen,DELL, Gaming,6220.72,intel core i7 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game
533,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70,ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,ASUS, Gaming,6324.45,amd ryzen 7 octa core processor 16 gb lpddr5 ram 64 bit window 11 oper system game
534,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core AMD R5,HP, Budget Friendly,3080.0,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system budget friendli
536,https://rukminim1.flixcart.com/image/312/312/kr58yvk0/computer/1/f/i/na-business-laptop-acer-original-imag5y57uuuaya3u.jpeg?q=70,acer Travelmate Core i3 11th Gen,acer,Ultra-portable,2532.2,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system ultra-port
538,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/f/8/i/-original-imageye8rydawpxz.jpeg?q=70,Avita SATUS S111 Celeron Dual Core,Avita, Budget Friendly,934.45,intel celeron dual core processor 4 gb ddr4 ram 64 bit window 11 oper system budget friendli
540,https://rukminim1.flixcart.com/image/312/312/knhsgi80/computer/b/i/2/na-thin-and-light-laptop-hp-original-imag25v8zcapzexv.jpeg?q=70,HP 14s Ryzen 3 Quad Core,HP, Business/Professional,2469.5,amd ryzen 3 quad core processor 8 gb ddr4 ram 64 bit window 10 oper system business/profession
541,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70,HP OMEN Ryzen 7 Octa Core AMD R7,HP, Multimedia/Entertainment,5444.45,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system multimedia/entertain
543,https://rukminim1.flixcart.com/image/312/312/khdqnbk0/computer/e/6/n/apple-original-imafxfyq4agsgysn.jpeg?q=70,APPLE 2020 Macbook Pro M1,APPLE,Ultra-portable,7149.45,appl m1 processor 8 gb ddr4 ram mac os oper system ultra-port
546,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,Lenovo, Business/Professional,3326.95,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system business/profession
547,https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70,ASUS Chromebook Celeron Dual Core,ASUS,Ultra-portable,1429.45,intel celeron dual core processor 4 gb lpddr4 ram chrome oper system ultra-port
548,https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70,ASUS Chromebook Celeron Dual Core,ASUS,Ultra-portable,1209.45,intel celeron dual core processor 4 gb lpddr4 ram chrome oper system ultra-port
549,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/w/y/-original-imagmuhrzbmzwnee.jpeg?q=70,Lenovo Athlon Dual Core 3050U,Lenovo, Gaming,1154.45,amd athlon dual core processor 4 gb ddr4 ram window 10 oper system game
550,https://rukminim1.flixcart.com/image/312/312/kh9gbrk0/computer/e/6/d/asus-na-thin-and-light-laptop-original-imafxbj7gbsraqzk.jpeg?q=70,ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen,ASUS, Gaming,2309.45,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system game
551,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70,MSI Core i7 11th Gen,MSI, Budget Friendly,4206.95,intel core i7 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system budget friendli
553,https://rukminim1.flixcart.com/image/312/312/kzvlua80/computer/v/k/o/vostro-3510-thin-and-light-laptop-dell-original-imagbscgmx366uhv.jpeg?q=70,DELL Core i3 10th Gen,DELL, Business/Professional,2358.95,intel core i3 processor (10th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession
554,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70,DELL Inspiron Ryzen 5 Quad Core 3450U,DELL, Gaming,2743.95,amd ryzen 5 quad core processor 8 gb ddr4 ram 64 bit window 11 oper system game
555,https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/2/s/q/14-dy1048tu-thin-and-light-laptop-hp-original-imagcpuvfpshgd7q.jpeg?q=70,HP Pavilion Intel Core i5 11th Gen,HP, Gaming,3821.95,intel core i5 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system game
556,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/p/i/1/crosshair-15-b12uez-gaming-laptop-msi-original-imageymuhhs7djjf.jpeg?q=70,MSI Crosshair 15 Core i7 12th Gen,MSI, Budget Friendly,6104.45,intel core i7 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system budget friendli
557,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70,Lenovo IdeaPad Gaming 3 Core i5 10th Gen,Lenovo, Budget Friendly,3464.45,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system budget friendli
559,https://rukminim1.flixcart.com/image/312/312/jqb8ccw0/computer/x/g/g/asus-na-laptop-original-imafccy6gshnz6ct.jpeg?q=70,ASUS Core i3 7th Gen,ASUS, Business/Professional,1594.45,intel core i3 processor (7th gen) 4 gb ddr4 ram 64 bit window 10 oper system business/profession
560,https://rukminim1.flixcart.com/image/312/312/kgtqhe80/computer/h/a/y/dell-original-imafwyv9f2e52zzh.jpeg?q=70,DELL Inspiron Core i3 10th Gen,DELL, Business/Professional,2364.45,intel core i3 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system business/profession
562,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/v/u/l/na-thin-and-light-laptop-msi-original-imagyzqagngnrnzh.jpeg?q=70,MSI Prestige 14 Intel EVO Core i5 11th Gen,MSI, Gaming,4124.45,intel core i5 processor (11th gen) 16 gb lpddr4x ram 64 bit window 10 oper system game
563,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imaghhe6ttguxzkq.jpeg?q=70,acer Nitro 5 Ryzen 5 Hexa Core AMD R5,acer, Business/Professional,3299.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system business/profession
564,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/q/t/6/-original-imagdv4ykwrjxbmh.jpeg?q=70,ASUS Chromebook Flip Touch Celeron Dual Core,ASUS,Ultra-portable,1264.45,intel celeron dual core processor 4 gb lpddr4 ram chrome oper system ultra-port
565,https://rukminim1.flixcart.com/image/312/312/kawtvgw0/computer/g/h/h/msi-na-thin-and-light-laptop-original-imafsdbjzkxx2ssf.jpeg?q=70,MSI Prestige 14 Core i7 10th Gen,MSI, Gaming,4124.45,intel core i7 processor (10th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
